MHCLG code,Area code,Area name ,a1a,a1b,a2a,a2aa,a2ab,a2b,a2ba,a2bb,a2c,a2ca,a2cb,a2d,a2da,a2db,a2e,a2ea,a2eb,a2f,a2fa,a2fb,a2g,a2ga,a2gb,a2h,a2ha,a2hb,a2ia,a2iaa,a2iab,a2ib,a3a,a3aa,a4a,a4ba,a4bb,a4c,a4d,a5a,b1a,b2aa,b2ab,b2ac,b2aaa,b2aab,b2aac,b2aba,b2abb,b2abc,b2aca,b2acb,b2acc,b2ada,b2adb,b2adc,b2ba,b2bb,b2bc,b2ca,b2cb,b2cc,b2da,b2db,b2dc,b2ea,b2eb,b2fa,b2fb,b2fc,b2faa,b2fab,b2fac,b2faaa,b2faab,b2faac,b2faba,b2fabb,b2fabc,cc1a,cc1aa,cc1ab,cc1ac,cc1ad,cc1ae,cc2a,cc3a,cc3aa,cc3ab,cc4a,cc4aa,cc4ab,cc5a,cc5aa,cc5ab,cc5ac,cc5ad,cc5ae,cc6a,cc6aa,cc7a,cc8a,d4a,d4aa,d4ab,d4ac,d4ad,d8a,d8aa,d8ab,d8ac,d9a,d9aa,d9ab,d10a,d10aa,d10ab,d11a,d12a,e1a,e2aa,e2ab,e2ac,e2ba,e2bb,e2bc,e2ca,e2cb,e2cc,e2da,e2db,e2dc,f1a,f1b,f2aa,f2ab,f2aaa,f2aab,f2ba,f2bb,f2baa,f2bab,f2ca,f2cb,f2caa,f2cab,f2cba,f2cbb,f2cca,f2ccb,f2cda,f2cdb,f2da,f2db,f2daa,f2dab,f5a,f5aa,f5ab,f6a,f7a,f8a,f9a,f10a,f11a,f12aa,f12ab,f12ac,f12ba,f12bb,f12bc,f12ca,f13a,f13b,f13c,f13d,f13e,f13da,f13db,f13dc,f14a,f14b,f14c,f14e,f15a,f15b,f16a,f16b,f16c,f16aa,f16ab,f16ac,f16ba,f16bb,f16bc,f16ca,f16cb,f16cc,f16da,f16db,f16dc,f17a,f24a,f25aa,f25ab,f25ba,f25bb,f25ca,f25cb,f25da,f25db,f25ea,f25eb,f25fa,f25fb,g1a,g2a,g2aa,g2ab,g2ac,g2ad,g3a,h1a,h1b,h2a,h2b,h3a,h3b,h4aa,h4ab,h4ba,h4bb,h4ca,h4cb,h4da,h4db,h4ea,h4eb,h4fa,h4fb,h4ga,h4gb,h4ha,h4hb,h5a,h6a,h8a,h9a,h10a,h11a,h12a,h13a,h14a,i1a,i2a,i3aa,i3ab,i3ba,i3bb,i3ca,i3cb,i3da,i3db,i3ea,i3eb,i3fa,i3fb,i4aa,i4ab,i4ba,i4bb,i4ca,i4cb,i4da,i4db,i4ea,i4eb,i4fa,i4fb,i5aa,i5ab,i5ba,i5bb,i5ca,i5cb,i5da,i5db,i5ea,i5eb,i5fa,i5fb,i6a,i7a,i7b,i7c,i7d,i7e,i7f,i8a,i8b,i8c,i8d,i8e,i8f,i9a,i9b,i9c,i9d,i9e,i9f,i10a,i10b,i10c,i10d,i10e,i10f,i10g,i10h,i11a,i12a,i13a,i14a,i15a,i16a,i17aa,i17ab,i17ba,i17bb,i17ca,i17cb,i17da,i17db,i17e,i17dc,i17dd,i17de,j1aa,j1ab,j1ba,j1bb,j1ca,j1cb,j1da,j1db,j1ea,j1eb,j1fa,j1fb,j1ga,j1gb,j1ha,j1hb,j2aa,j2ab,j2ba,j2bb,j2ca,j2cb,j2da,j2db,j2ea,j2eb,j2fa,j2fb,j2ga,j2gb,j2ha,j2hb,j3aa,j3ab,j3ba,j3bb,j3ca,j3cb,j3da,j3db,j3ea,j3eb,j3fa,j3fb,j3ga,j3gb,j3ha,j3hb
P0240,E06000056,Central Bedfordshire,5196,573,117,117,0,1445,1411,34,1542,1517,25,1947,1947,0,142,142,0,2,2,0,1,1,0,0,0,0,5196,5137,59,5163,323.167,321.684,0,1,0,2,7,0,58,33,4440,2510,2,97,138,12,1487,928,19,2856,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4440,2510,4,227,294,4,227,294,0,0,0,1611,782,472,251,106,0,N,Y,3,N,Y,Y,4,677,115,84,331,128,103,175,1,Y,Y,88,1,11,2,2,170,41,0,0,63,52,11,321,245,76,694,0,53,6,0,6,0,44,44,0,3,3,6,47,53,C,C,72,28,0,0,187,160,187,160,0,0,0,0,0,0,0,0,0,0,34,30,4,4,0,0,0,63,79,2333,31,14,2,40,179.72,0,1,0.3,0,41,0,2476,0,0,0,0,0,0,0,3058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7520,6846,5519,0,0,1,11,2,246,7,1744,3275,7520,19.54,23,19,0,0,4,0,48,48,108.97,169.95,100.5876923,156.8769231,73.93,0,90.59,150.33,100.24,166.33,108.43,0,117.17,0,135.33,0,171.9,0,100.59,156.88,437304.71,624797.71,22289,27395231.97,190772.35,313319.4,26891140,3.9,99.9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,328,29,0,241,0,19,648,0,839,396,0,0,0,0,0,2,1,0,6,2,7,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0660,E06000049,Cheshire East,23,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7931,3873,2594,1105,359,0,N,Y,1,N,Y,Y,42,2400,55,631,695,804,4,19,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741,0,9,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,101,608,51,51,0,53,76,20,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,11,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,143,0,224,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,181,20,0,72,0,186,482,0,1204,650,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0665,E06000050,Cheshire West and Chester,5397,279,0,0,0,1366,1366,0,1389,1371,18,2513,2513,0,118,118,0,6,6,0,5,5,0,0,0,0,5397,5379,18,5397,177.853,177.853,0,0,0,18,0,27,104,78,3501,3769,5,157,178,11,457,467,62,2887,3124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,3501,3769,6,152.82,242.68,6,152.82,242.68,0,0,0,6204,3517,1799,642,246,0,N,N,..,Y,Y,N,..,2264,346,38,498,450,176,22,22,Y,Y,119,0,40,6,0,306,11,12,0,49,46,3,474,474,0,0,271,60,18,1,19,5,8,13,51,5,56,74,14,88,D,C,374,106,0,0,142,280,0,0,0,19,0,19,0,0,0,0,0,0,0,84,0,1,0,0,0,82,47,2431,273,273,-,24,41.49,168.056,15,114,0,39,1,935,0,0,0,1,0,0,0,2530,0,2530,0,273,0,2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3540,1523,3540,0,0,0,0,18,0,0,0,1337,3540,28.53,17,17,0,0,0,0,50,50,80.06,112.67,76.98076923,108.3365385,0,0,70.3,0,77.07,108.34,80.24,0,83.19,0,78.83,0,87.27,0,76.98,108.34,617886,1015113,174809,21534094,0,137329,21396765,7.6,99.8,134,20,0,0,4,42,0,0,0,0,0,15,4,57,0,14,0,0,0,26,0,0,0,57,0,97,0,0,0,0,0,0,0,61,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,8,118,0,0,39,0,230,395,-,1453,461,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,84,0,0,0,0,0,0,0,0,0,0,17,84,0,0,0,0,0,48,0,0,0,69,0,0,0,0,0,117,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,103
D0840,E06000052,Cornwall,10317,0,77,77,0,2532,2531,1,4200,4198,2,3340,3336,4,132,130,2,1,1,0,4,4,0,31,31,0,10317,10308,9,10317,394.372,393.239,0,1,0,23,14,0,126,86,6729,5786,6,240,327,26,1764,1605,54,4725,3854,0,0,0,0,0,0,0,0,0,8,783,0,0,0,94,7512,5786,12,436,698,12,436,698,0,0,0,18126,9127,5254,2696,1049,0,Y,Y,3,N,Y,Y,0,6431,1440,207,2571,2931,2136,1344,49,Y,Y,240,28,0,0,0,445,0,0,0,83,25,58,768,768,0,0,0,99,36,2,38,35,5,40,0,21,21,71,28,99,D,D,291,425,0,0,140,203,0,0,128,223,51,63,48,102,28,58,1,0,39,223,4,4,0,0,0,94,97,1500,350,305,58,7,0,140,0,0,0,7,119,135,410,0,0,377,0,0,595,675,2005,0,599,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12347,4045,12161,0,0,1,53,23,2209,14,1119,3167,15542,31.09,18,18,0,0,0,0,52,52,71.2,119.23,71.2,119.23,53.24,0,63.12,78.6,70.06,119.28,78.87,123.57,0,130.83,82.66,0,99.3,0,71.2,119.23,953527.02,300200.8,109843,40521819.61,7387.31,552764.73,39961668,3.1,99.7,452,321,0,48,0,0,0,0,0,0,1,0,1,48,0,0,0,162,49,45,0,0,27,98,76,305,6,0,0,0,0,0,0,97,0,0,6,97,0,0,0,0,0,0,0,0,6,0,0,1,7,0,208,7,47,112,374,0,208,7,47,112,0,0,374,0,5015,2011,889,0,0,4,8,10,4,9,2,23,14,8,0,0,0,0,0,0,50,0,0,0,0,0,31,0,0,0,0,0,81,0,0,24,177,0,56,0,0,14,155,0,0,0,0,38,388,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,58
X1355,E06000047,County Durham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8451,5536,1935,797,183,0,N,N,..,Y,Y,-,..,3562,9,25,494,2939,95,327,2,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,68,2000,461,461,3,586,3417,671,73,463,659,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,89,0,0,0,535,1070,-,1696,424,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,2,0,0,0,0,0,0,0,0,0,0,157,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1350,E06000005,Darlington,5336,0,0,0,0,2087,1609,478,1665,1327,338,1547,1341,206,36,34,2,1,0,1,0,0,0,0,0,0,5336,4311,1025,5336,149.902,115.355,0,0,0,38,0,0,66,47,1843,1569,2,38,74,18,674,510,27,1131,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1843,1569,4,76,135,4,76,135,0,0,0,1577,927,437,193,20,0,N,N,..,N,Y,Y,16,346,95,0,7,215,19,26,2,Y,Y,248,9,7,232,176,439,17,439,312,19,19,0,706,472,234,224,0,43,18,15,33,0,10,10,0,0,0,18,25,43,G,C,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74,500,30,25,0,72,402.267,0,22,114.018,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7482,2645,4461,0,0,0,0,38,3021,0,0,2683,7482,19.62,36,36,0,0,0,0,52,52,71.09,78.88,71.09,78.88,0,0,63.35,71.44,71.42,81.59,79.59,90.49,85.27,93.55,0,121.69,0,0,71.09,78.88,631050,722955,136412,26220621.09,0,189827,26030794,5.2,99.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1055,E06000015,Derby,13016,50,35,35,0,3827,3783,44,3507,3359,148,5433,5412,21,132,127,5,9,9,0,8,6,2,9,8,1,12960,12739,221,12926,359.436,353.222,0,0,0,19,14,0,425,185,9964,8794,9,226,343,47,2278,1955,129,7460,6496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,9964,8794,24,703,1041,24,703,1041,0,0,0,2676,1047,919,488,222,0,N,N,..,Y,Y,Y,,2275,249,149,1567,805,1793,1346,3,Y,Y,349,-,-,-,-,569,0,0,0,52,52,0,970,797,173,35,426,81,5,41,46,10,4,14,5,16,21,20,61,81,C,C,16,80,0,0,811,1000,0,0,66,202,66,26,0,109,0,67,3,0,44,24,4,4,0,0,0,300,299,2500,200,200,-,445,0,355,3,0,17,448,0,3,0,0,0,0,0,0,0,30.35,0,0,0,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8989,4352,8989,0,0,0,0,19,1793,14,1826,2614,12608,24.45,44,40,0,2,2,3,48,48,83.86,101.12,77.40923077,93.34153846,65.1,0,69.99,76.1,76.24,96.68,83.07,109.21,91.7,98.6,102.38,0,101.73,129.87,77.41,94.03,1224036.45,1981837.77,102866,57566653.28,208361.65,497080,56861212,5.6,98.8,0,0,0,0,17,0,0,0,0,0,0,0,17,0,0,0,0,38,0,0,0,0,0,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,30,37,0,0,211,0,479,151,0,0,0,0,1,2,4,0,10,2,15,1,1,0,15,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E2001,E06000011,East Riding of Yorkshire,11574,165,153,153,0,2921,2738,183,5053,4328,725,3069,2702,367,148,140,8,4,4,0,1,1,0,0,0,0,11349,10066,1283,11349,364.692,315.374,0,3,0,0,107,0,144,69,3926,3544,4,136,146,19,986,795,46,2804,2603,7,411,245,0,0,0,0,0,0,0,0,0,0,0,69,3926,3544,6,158,290,6,158,290,0,0,0,6337,1615,1908,640,59,2115,N,Y,1,N,Y,Y,,2592,68,314.0464075,1183.41969,583.4286267,117.3074833,0,0,N,Y,123,-,17,32,12,837,0,225,94,49,-,-,1009,824,185,12,0,185,66,30,96,20,33,53,1,35,36,87,98,185,D,D,243,248,0,0,835,975,0,0,403,420,119,130,0,0,284,310,0,0,37,40,5,5,0,0,0,23,18,1025,80,70,1,312,1233,0,68,276,0,380,41,3183,169,0,452,0,0,0,121,11881,420,670,1279,501,452,670,1482.300885,0,0,0,339,612,1805.309735,10,20,2000,128,38,296.875,4,24422,3872,15285,0,0,3,0,0,4813,107,4324,3962,24422,34.13,42,-,-,-,-,0,48,48,86.38,97.92,79.73538462,90.38769231,59.7,0,71.01,75.58,80.61,89.02,87.45,100.04,95.52,109.51,107.38,0,122.91,0,79.74,90.39,1022666.57,784665.84,282805,47681304,36054.89,746022.85,46899226,3.8,99.4,31,0,9,31,0,0,0,0,0,0,0,0,9,31,0,29,0,15,0,0,0,0,10,5,10,49,0,0,0,5,0,0,0,0,0,0,0,5,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,191,314,0,1738,1753,0,0,0,0,5,0,3,1,1,1,9,5,4,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,0,0,0,0,10,6,0,0,0,11,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0650,E06000006,Halton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552,599,454,456,43,0,N,N,..,Y,Y,Y,142,640,32,47,129,230,0,40,1,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,35,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,92,53,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H0724,E06000001,Hartlepool,251,0,0,0,0,15,0,15,160,0,160,67,0,67,9,0,9,0,0,0,0,0,0,0,0,0,251,0,251,251,8.239,8.239,0,0,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2505,1352,829,271,52,1,N,N,..,N,Y,Y,,654,40,5,1,459,16,0,0,Y,Y,2,-,2,2,0,32,0,32,0,0,0,0,34,34,0,495,0,35,7,8,15,7,0,7,13,0,13,27,8,35,C,C,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31,30,25,25,0,16,35,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197,29,1197,0,0,0,0,0,0,13,748,28,1945,95.33,4,4,0,0,0,0,52,52,97.18,76.28,97.18,76.28,0,0,0,56.2,92.6,75.96,100.79,90.2,108.6,0,0,0,0,0,97.18,76.28,104368,27488,0,1030113,1695.53,38473,989944,12.8,96.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,18,18,0,287,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17
W1850,E06000019,"Herefordshire, County of",0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270,592,457,177,44,0,N,Y,1,N,N,..,..,642,155,27,164,182,114,0,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,1150,129,90,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,24,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,65,0,0,146,11,2,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
P2114,E06000046,Isle of Wight,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2061,1030,600,342,89,0,N,Y,5,N,N,N,..,1442,63,148,1194,533,0,9,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,424,510,38,34,0,20,69,5,2,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,351,351,0,-,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z0835,E06000053,Isles of Scilly,116,0,20,20,0,23,19,4,28,25,3,41,37,4,4,4,0,0,0,0,0,0,0,0,0,0,116,105,11,116,-,-,0,0,0,0,0,0,2,1,260,79,0,0,0,0,0,0,1,260,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,260,79,0,0,0,0,0,0,0,0,0,58,41,10,7,0,0,N,Y,2.5,N,Y,Y,0,1,0,0,0,0,0,1,0,N,N,1,0,1,0,-,4,0,3,0,5,5,0,10,10,0,4,0,3,0,2,2,0,1,1,0,0,0,0,3,3,D,C,0,6,0,-,0,5,0,-,7,3,0,0,0,0,7,3,0,0,0,74,0,5,0,0,0,2,1,12,2,0,1,-,-,-,-,-,-,0,0,10,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,-,0,0,0,0,0,0,0,0,-,0,14,0,0,0,0,0,0,50,50,80.1,163.21,77.01923077,156.9326923,63.7,0,72.5,139.2,77.4,154.3,83.1,217.25,85.9,0,0,0,0,0,-,-,22075.88,0,0,446355,0,1000,445355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V2004,E06000010,Kingston upon Hull,24193,235,102,102,0,5725,5661,64,8750,8642,108,8489,8457,32,1015,1015,0,99,98,1,8,8,0,5,5,0,24193,23988,205,24193,520.133,520.133,99,25,0,197,20,27,506,272,8968,8821,10,200,240,85,2609,2448,177,6159,6133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,8968,8821,27,526,688,27,526,668,0,0,0,6852,-,-,-,-,6852,N,N,..,N,N,..,..,3089,152,80,0,151,0,253,45,Y,Y,605,17,0,110,-,1609,17,78,0,186,181,5,2400,2290,110,375,0,599,159,17,176,54,95,149,18,256,274,231,368,599,D,D,65,58,65,58,1048,1400,1048,1400,606,1142,425,937,40,175,141,30,0,0,0,0,0,0,16,35,0,209,143,4200,400,317,2,139,357,592,193,943,0,332,110,4887,182,24,262,21,0,3,132,2821,420,684,103,4178,262,684,2610.687023,16,35,2187.5,191,483,2528.795812,48,79,1645.833333,41,88,2146.341463,1,44116,9728,18005,99,1433,25,535,197,19422,20,1212,9176,40607,38.04,69,64,2,2,1,27,50,50,76.05,88.75,73.125,85.33653846,52.4,0,62.95,75.42,72.43,86.26,79.28,101.23,84.88,0,89.84,110.77,99.84,0,73.13,85.33,2296679.71,1212130.26,556950,95336558.19,0,2016963.59,93319595,3.7,96.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
